Title,authors
Spurs for Suzanna,['Betty Cavanna']
Voodoo in New Orleans,['Robert Tallant']
Copper Plate Photogravure: Demystifying the Process,"['David Morrish', 'Marlene MacCallum']"
Male and female: A study of the sexes in a changing world,['Margaret Mead']
THE THEORY OF ECONOMIC GROWTH,['Joan Robinson']
Letters from New Orleans,['Rob Walker']
The Gnashing of Teeth,['James Charles Raymond']
Escape from Slavery: The True Story of My Ten Years in Captivity and My Journey to Freedom in America,['Francis Bok']
"Death in Early America; The History and Folklore of Customs and Superstitions of Early Medicine, Funerals, Burials and Mourning",['Margaret Coffin']
The Tiger Moth story,['A. BRAMSON']
Little Critter: My Trip to the Hospital,['Mercer Mayer']
Reaching for the Light: A Guide for Ritual Abuse Survivors and Their Therapists,['Emilie P. Rose']
From Fear to Hope & Back Again,['Vicktor Barrios']
The Works of George Berkeley (Major works),['George Berkeley']
"Insight Guide Bali (Bali, 16th ed)",['Scott Rutherford']
"Tall, Dark and Daring (Temptation, 897)",['Joanne Rock']
Anthology of American Folk Music,"['Ross Hair', 'Thomas Ruys Smith']"
How to Prepare for the Toefl: Test of English As a Foreign Language (Barron's How to Prepare for the TOEFl IBT),['Pamela J. Sharpe']
Night With a Stranger (Thorndike Large Print Harlequin Series),['Joanna Mansell']
My life in art,['Constantin Stanislavski']
The Pregnant Father,['Stephen Giles']
Text and Thought: An Integrated Approach to College Reading and Writing,"['Judith Resnick', 'Lanny Martin Lester']"
Vindication,['Mary Wollstonecraft']
"Godey's Lady's Book and Magazine, 1860",['Helen Sheumaker']
Publishing Secrets: A Comprehensive Guide to Getting Your Book Published in the Lds Market,['B. J. Rowley']
Literature in the Light of the Emblem,['Peter Maurice Daly']
Nonna's Italian Kitchen: Delicious Home-Style Vegan Cuisine (Healthy World Cuisine),['Bryanna Clark Grogan']
"You Eat What You Are: People, Culture and Food Traditions Revised and expanded second edition",['Gillian Crowther']
Ray Bradbury: The Life of Fiction,"['Jonathan R. Eller', 'Ray Bradbury', 'William F. Touponce', 'Kent State University Press']"
The island keeper,['Harry Mazer']
Treasures of Gilcrease: Selections from the Permanent Collection,"['Anne Morand', 'Daniel C. Swan', 'Kevin Smith', 'Sarah Erwin']"
Sea Runners,['Ivan Doig']
The Quick and Easy Way to Effective Speaking (Revision of Public Speaking and Influencing Men in Business by Dale Carnegie),['Dorothy Carnegie']
Frederick Douglass,['Frederick Douglass']
How to think straight;: The technique of applying logic instead of emotion,['Robert Henry Thouless']
"Mystery of the witch, who wouldn't",['Kin Platt']
Encyclopedia of Animal Science,"['Charlotte Kirk Baer', 'Duane E. Ullrey', 'Wilson G. Pond']"
"Semi-Homemade Cooking: Quick, Marvelous Meals and Nothing is Made from scratch","['Sandra Lee, Msc']"
Nirvana and the Sound of Seattle,['Brad Morrell']
Busted!: Drug War Survival Skills,['M. Chris Fabricant']
Four lives in the bebop business,['A. B. Spellman']
Teach Yourself 101 Key Ideas: LINGUISTICS,['Richard Horsey']
Partial Seizure Disorders: Help for Patients and Families,['Mitzi Waltz']
Helter Skelter,"['Vincent Bugliosi', 'Curt Gentry']"
"RED SEX , white drugs , Blue Rock n Roll",['Gerard Kuc']
The Temple of the Golden Pavilion,['Yukio Mishima']
Murder and Underwear: working with the homeless in Chicago,['A. Redhed']
Assessment in the Block: The Link to Instruction (Teaching in the Block),"['Laura L. McCullough', 'Brenda M. Tanner']"
A Rolling Stone: Or the Adventures of a Wanderer,['Horatio Alger']
The Missing Planets,['Richard Trigaux']
Fierce Eden,['Jennifer Blake']
"Elizabeth Sinkler Coxe's Tales from the Grand Tour, 1890-1910 (Women's Diaries and Letters of the South)",['Anne Sinkler Whaley LeClercq']
The Lighthouse Keeper's Wife,['Constance Scovill Small']
One very hot day,['David Halberstam']
Voorloper,['Hieremias Drexelius']
"Pocket Sudoku Presented by Will Shortz, Volume 3: 150 Fast, Fun Puzzles",['Will Shortz']
War of the Werewolf,"['Gary Greenberg', 'Jerome Tuccille']"
"Robert Frost: Collected Poems, Prose, and Plays (Library of America)",['Robert Frost']
Forward the Mage,"['Eric Flint', 'Richard Roach']"
Crimson Skies: Aircraft Manual,['David Chong']
Voyage from yesteryear,['James P. Hogan']
Multiple Choice & Free-Response Questions in Preparation for the AP Calculus (AB) Examination / Student's Solutions Manual: Eighth Edition,['Alejandro Zambra']
Wings Above the Diamantina,['Arthur W. Upfield']
Study Guide,['Alexander Elder']
The Hammond-Harwood House cook book,"['Wilson Hope Nelson Andrews', 'Mrs. J. Reaney Kelly']"
Sunday Telegraph Book of Nonograms,"['Non Ishida', 'James Dalgety']"
The desert fathers,['Jason Byassee']
Ode to the Chinaberry Tree and Other Poems,['James Applewhite']
"Heroes of civilization,",['Joseph Cottler']
The east in the light of the west: The children of Lucifer and the brothers of Christ,['Rudolf Steiner']
BIRDS BEASTS AND RELATIVES.,['Gerald Durrell']
Health Risks of Weight Loss,['Francie M. Berg']
Artificial Intelligence,['Melanie Mitchell']
"Salem Possessed, The Social Origins of Witchcraft",['Paul Boyer']
The act of touch in all its diversity;: An analysis and synthesis of pianoforte tone-production,['Tobias Matthay']
Psalms Now,['Leslie F. Brandt']
Dream Working Handbook,"['Helen McLean', 'Abiye Cole']"
The God of the Gospel of John,['Jean Vanier']
The Diamond Hunters (Eagle Large Print),['Wilbur Smith']
Chicka Chicka ABC Magnet Book,"['Bill Martin, Jr.', 'John Archambault']"
Ben Holladay: The Stagecoach King,['J. V. Frederick']
Surrendered,['Laura Doyle']
Sweet Hush: A Novel,['Deborah Smith']
An Introduction to Statistical Thermodynamics,['Terrell L. Hill']
Face of a Stranger (William Monk),['Anne Perry']
Science of the Gods,['Nancy Ellen Abrams']
The Nature and Origins of Mass Opinion (Cambridge Studies in Public Opinion and Political Psychology),"['John R. Zaller', 'Zaller John R']"
The World We Live In,['Ron Anderson']
"Lucky, the horse that nobody wanted",['Doris L. Ganton']
FATHERS & HERETICS,['Robert Wolgemuth']
A Celebration of Stitching,"['Krause Publications, Inc']"
The Great Divide: The Rocky Mountains in the American Mind,['Gary Ferguson']
The charismatic renewal among Lutherans: A pastoral and theological perspective,['Larry Christenson']
"Classic American Popular Song: The Second Half-Century, 1950-2000","['David Jenness', 'Don Velsey']"
The Foxes of Harrow,['Frank Yerby']
Cut and Make Japanese Masks (Cut-Out Masks),"['A. G. Smith', 'Josie Hazen']"
The Shadow Of The Lion,"['Mercedes Lackey', 'Eric Flint', 'Dave Freer']"
How to Beat the Democrats and Other Subversive Ideas,['David Horowitz']
Punktchen Und Anton,['Erich Kästner']
A Study in Scarlet and The Sign of Four,['Arthur Conan Doyle']
Say It in Russian (Revised) (Dover Language Guides Say It Series),['Dover']
Risky Business (Harlequin Temptation),['Jane Sullivan']
Sacred Secrets: How Soviet Intelligence Operations Changed American History,"['Jerrold L. Schecter', 'Leona Schecter']"
Jane's Chem-Bio Handbook,"['Frederick R. Sidell', 'William C. Patrick, III', 'Thomas R. Dashiell']"
The Pledge of Allegiance,['Christine Webster']
Rainbow Bridge: An Illustrated History,['Hank Hassell']
The Thin Red Line (BFI Film Classics),"['Michel Chion', 'I. B. Tauris']"
"Tabernacle shadows of the ""better sacrifices"": A helping hand for the royal priesthood",['Charles Taze Russell']
Jack and the Giant: A Story Full of Beans,['Jim Harris']
Corrections in America: An Introduction,"['Harry E. Allen', 'Edward J. Latessa', 'Bruce S. Ponder']"
Thimbleberries Beginner's Luck: Over 20 Tried and True Quilts,['Lynette Jensen']
Chaos: A Mathematical Introduction (Australian Mathematical Society Lecture Series),"['John Banks', 'Valentina Dragan', 'Arthur Jones']"
Sacred Beat: From the Heart of the Drum Circle,"['Patricia Telesco', 'Don Waterhawk']"
Francis Frith in Egypt and Palestine: A Victorian Photographer Abroad,"['Douglas Robert Nickel', 'Francis Frith']"
Lexical Tools to the Syriac New Testament (JSOT Manuals),['George Anton Kiraz']
Chopin ;: The man and his music,['James Huneker']
God's Dawn for Every Darkness: Morning-Fresh Glimpses into His Gracious Heart,['Edward Miller']
Play Buddies,['Margaret Collins']
In Friendly Candor,['Edward Weeks']
"Raymond Chandler: Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell, My Lovely / The High Window (Library of America)",['Raymond Chandler']
"Boiling Point: Democrats, Republicans, and the Decline of Middle-Class Prosperity",['Kevin Phillips']
Ski Tours in Lassen Volcanic National Park,['Marcus Libkind']
Chronicles of the Great War: The Western Front 1914-1918,['Peter Simkins']
Small Gods,['Terry Pratchett']
The Lawless Roads,['Graham Greene']
Something more (The Catherine Marshall anniversary library),['Catherine Marshall']
The Maritime History of the World **Volumes 1 & 2**,"['Eliga Gould', 'Paul Mapp', 'Carla Gardina Pestana']"
Legends of the Iroquois (Myths and Legends),['Anon E. Mouse']
Shakespeare and His Critics,['Charles Frederick Johnson']
Snake Eyes: An Alex Stone Novel,['John Richardson']
Create the Job You Love (and Make Plenty of Money): More than 550 Ways to Escape the 8 to 5 Grind,['Barbara Johnson Witcher']
The Gluten-Free Bible: The Thoroughly Indispensable Guide to Negotiating Life without Wheat,['Jax Peters Lowell']
The Year Is '42: A Novel,['Nella Bielski']
The Cowboy Cookbook,['Sherry Monahan']
Boys Themselves: A Return to Single-Sex Education,['Michael Ruhlman']
"The New Testament with Psalms and Proverbs: English Standard Version (Premium Black Bonded Leather, Red Letter Text)",['Henri Nouwen']
Old Barns - New Homes: A Showcase Of Architectural Conversions,"['E. Ashley Rooney', 'Peter Gerhard Stampfl']"
Principles of Instructional Design,"['Robert Mills Gagné', 'Walter W. Wager', 'Katharine Golas', 'John M. Keller']"
The life of David,['Robert Pinsky']
The Enforcer #1,['United States. Congress. House. Committee on Armed Services. Subcommittee on Research and Development']
Exam Master for the USMLE Step 2,['Exam Master Corporation']
Origins of the Sacred: The Ecstasies of Love and War,['Dudley Young']
Your Child: What Every Parent Needs to Know,['Margot Sunderland']
Hard Times,['Charles Dickens']
Teaching Science in the Block (Teaching in the Block),"['Alvin Pettus', 'Myron Blosser']"
Federal Rules of Evidence with Objections,"['Anthony J. Bocchino', 'David A. Sonenshein']"
Essential Economics (Economist Essentials),['Matthew Bishop']
The Lower Depths and Other Plays,"['Maksim Gorky', 'L. e. Gorky']"
The Safe Place,['Anna Downes']
R.J. Mitchell: Schooldays to Spitfire,['Gordon Mitchell']
Street Bikes,['Rachel Eagen']
Range War at Keno,['Paul Evan Lehman']
Fire and Ice: Two Deadly Disasters (Fire at Peshtigo; Shipwreck on Lake Michigan),"['Ken Wardius', 'Barb Wardius']"
"Collector's Guide to Tinker Toys, Identification & Value Guide","['Ralph M. Kovel', 'Terry H. Kovel']"
Insight Guide Caribbean (Insight Guides Caribbean),['Insight Guides']
"Easy to make, good to eat",['Melissa Hemsley']
Through Many Windows,['Arthur Gordon']
King of the Gypsies,['Bartley Gorman with Peter Walsh']
An Antebellum Plantation Household: Including the South Carolina Low Country Receipts and Remedies of Emily Wharton Sinkler with Eighty-Two Newly Dis (Women's Diaries and Letters of the South),['Anne Sinkler Whaley LeClercq']
James Dean (Sutton Pocket Biographies),['William Hall']
The Portable Oscar Wilde: 2,['Oscar Wilde']
A Fistful of Agates,['Jane Larson Wipf']
Anno Dracula,['Kim Newman']
Drive Right: You Are the Driver,"['Margaret L. Johnson', 'Owen Crabb', 'Arthur A. Opfer', 'Randall R. Thiel', 'Frederik R. Mottola']"
Adventure Sports: Advanced Skiing,['Martyn Hurn']
Impressionism,['Robert L. Herbert']
Armed Response: A Comprehensive Guide to Using Firearms for Self-Defense,['David S. Kenik']
Crucial Confrontations,"['Kerry Patterson', 'Joseph Grenny', 'Ron McMillan', 'Al Switzler']"
Wellfleet: A Cape Cod Village (MA) (Images of America) (Images of America (Arcadia Publishing)),['Daniel Lombardo']
Bettie Page: The Life of a Pin-Up Legend,"['Karen Essex', 'James L. Swanson']"
Poems of Power,['Wilcox Ella Wheeler']
Teach Yourself Instant Russian Audio Pack,['Elisabeth Smith']
Milton's God,['William Empson']
Treasure Chests: The Legacy of Extraordinary Boxes,['Lon Schleining']
Colsec Rebellion,['Douglas Hill']
Williwaw!,['Leonard Feinberg']
"Woman at the window, a novel",['A. J. Finn']
All You Wanted to Know About Chakras and Nadis,['Ravindra Kumar']
Ruby Ann's Down Home Trailer Park Guide To Livin' Real Good,['Ruby Ann Boxcar']
Certification & Accreditationprogram Directory 2 (Certification and Accreditation Programs Directory),"['Ed Tittel', 'Kim Lindros']"
"The poor little rich girl;: A play of fact and fancy, in three acts,",['Eleanor Gates']
Haynes Manuals 97020 Volvo 240 Series 76-93,['Astrid Holleeder']
A Fly in the Soup: Memoirs (Poets on Poetry),['Charles Simic']
Five Star Stories #1,['Burton Goodman']
Second Person Rural: More Essays of a Sometime Farmer,['Noel Perrin']
A Rip in Heaven: A Memoir of Murder And Its Aftermath,['Jeanine Cummins']
"Days of our years,",['Pierre Van Paassen']
All Things Are Lights,['Robert Shea']
Trees of Arkansas,"['Jennifer Ogle', 'Theo Witsell', 'Johnnie Gentry']"
Rambo 3,['David Morrell']
By Any Other Name,['Nancy Gift']
The interpretation of dreams,['Sigmund Freud']
Intergenerational Communication Across the Life Span (Routledge Communication Series),"['Angie Williams', 'Jon F. Nussbaum']"
My Horse and Other Stories (New American Fiction),['Stacey Levine']
"Lonely Planet Zimbabwe, Botswana and Namibia Travel Atlas","['Deanna Swaney', 'Myra L. Shackley']"
How to Rear Children,['William Kabzinski']
Inch by Inch: 45 Haiku by Issa,['一茶·小林']
"Man of La Mancha;: A musical play,",['Dale Wasserman']
More Retro Diner: A Second Helping of Roadside Recipes,"['Randy Garbin', 'Teri Dunn']"
Triangle,['Edmond John']
The Book of Garlic,['Lloyd J. Harris']
Lady Jane,['Simonetta Carr']
The Black Art of Xbox Mods,['Jonathan Harbour']
Little Dinosaur Stickers (Dover Little Activity Books),"['A. G. Smith', 'Activity Books']"
No Disrespect,['Sister Souljah']
Hellenistic Mystery-Religions: Their Basic Ideas and Significance (Pittsburgh Theological Monograph Series),['Richard Reitzenstein']
On painting,['Victoria and Albert museum libr']
The Shuberts Present: 100 Years of American Theater,"['Maryann Chach', 'Reagan Fletcher']"
Rapid Descent : Disaster in Boston Harbor,['J. P. Polidoro']
Genetics and Breeding of Edible Mushrooms,['A.C. Chang']
Effective Small Business Management (The Dryden Press series in entrepreneurship),"['Richard M. Hodgetts', 'Donald F. Kuratko']"
The Healing Time of Hickeys,['Karen Rivers']
Weapons for Victory: The Hiroshima Decision Fifty Years Later,['Robert James Maddox']
Lotto Winning Wheels for Powerball & Mega Millions,['Gail Howard']
The Kings of Judah,['Yigal Levin']
Spurgeon's Sermons Volume 10,['C. H. Spurgeon']
Guildbook: Haunters (Wraith - The Oblivion Guildbook Series),"['Arnold Houbraken', 'Gezine Brit']"
Diary Kept by T.E. Lawrence While Travelling in Arabia During 1911 (Folios Archive Library),['Thomas Edward Lawrence']
Radical Tectonics (4x4 Series),['Rosemary Sassoon']
How to Write and Speak Correctly,['Joseph Devlin']
Learning Smarter: The New Science of Teaching,['Eric Jensen']
This is my soul,['Richard Barrett']
A New England Girlhood,['Lucy Larcom']
Fordlandia: A Novel,['Eduardo Sguiglia']
The Two Destinies,['Wilke Collins']
Before You Tie The Knot / Wedding Planner,['Maureen Witt']
Journey Toward Intimacy: A Handbook for Couples,"['Jeanne Shaw', 'Virginia Erhardt']"
The Clan of the Cave Bear,['Jean M. Auel']
Leading for Innovation: And Organizing For Results,"['Frances Hesselbein', 'Marshall Goldsmith', 'Iain Somerville']"
The Essentials of PL/1 Programming Language (Essential Series),['William Wesley Peterson']
What's Wrong With My Child?: Struggling with Sensory Integration Dysfunction,['Shelly R. Wilson']
The Best of Dear Abby,['Abigail Van Buren']
"1,000 Spanish Idioms",['J. Dale Miller']
A Complete Guide to Bird Feeding,['John V. Dennis']
The man who killed Lincoln;: The story of John Wilkes Booth and his part in the assassination,['Philip Van Doren Stern']
Racing: The Ultimate Motorsports Encyclopedia,['Clive Gifford']
One Man in His Time: The Memoirs of Serge Obolensky,['Serge Obolensky']
Mas Que Humano/More Than Human (Spanish Edition),['Mina García Soormally']
Penthouse March 1991,['Rozzi Bazzani']
Get Ready! For Standardized Tests : Reading Grade 3,['Julia McMeans']
Standard & Poor's MidCap 400 Guide 2000,['Dennis Freeborn']
The Race to the Top: The Real Story of Globalization,['Tomas Larsson']
"A Child Called ""It"" and The Lost Boy - One Child's Courage to Survive",['Dave Pelzer']
Hitler's Luftwaffe: A Pictorial History and Technical Encyclopedia of Hitler's Air Power in World War II,"['Tony Wood', 'Bill Gunston']"
Christ in Song,['Philip Schaff']
My Edens After Burns,['Val Kilmer']
"Soaring, an odyssey of the soul",['Roger Elwood']
Color me healthy,['Daniel Dolgin Ph.D']
Hieroglyphs for Travelers,"['Thomas F. Mudloff', 'Ronald E. Fellows']"
The Dragonling (A Springboard Book),['Jackie French Koller']
A book of nonsense,['Edward Lear']
"God, the Devil and Me",['Alf Taylor']
Legal Planning for your Parents,"[""Martha N. O'Toole"", 'Mary B. Payne']"
The Perfect Portfolio,"['Andrew W. Lo', 'Stephen R. Foerster']"
Vidal in Venice,['Gore Vidal']
Halloween Parties : How to Throw Spook-Tacular Soirees and Frighteningly Festive Entertainments,['Lori Hellander']
Walt Whitman: Selected Poems 1855-1892,['Walt Whitman']
"Thuvia, Maid of Mars and the Chessmen of Mars: Library Edition",['Edgar Rice Burroughs']
Made In Heaven: The Astrology of Relationships Ideal and Real,['M. Lutin']
Straight from the Gut: Living with Crohns Disease & Ulcerative Colitis (Patient Centered Guides),['Cliff Kalibjian']
Journey Toward Intimacy: A handbook for lesbian couples,"['Jeanne Shaw', 'Virginia Erhardt']"
Old And New Testaments (Brittingham Prize in Poetry),['Lynn Powell']
The Gospel According to Allan Kardec,['Allan Kardec']
Beyond the Goalcrease,"['Ross Bernstein', 'Robb Stauber']"
The Earth Speaks,['Bob Miller']
A Jesse Stuart Harvest,['Jesse Stuart']
Richest Man in Babylon/As a Man Thinketh,"['James Allen', 'Napoleon Hill', 'George Clason']"
Bugles in the valley;: Garnett's Fort Simcoe,['Heister Dean Guie']
Missionary Pal (Reference Guide for Missionaries & Teachers),['Keith Marston']
How the West Was Worn,"['Holly George-Warren', 'Michelle Freedman']"
Infatuation (Thorndike Large Print Popular Series),['Iris Muriel Fresson']
Multiple Sclerosis: The Facts You Need (Your Personal Health),"[""Paul O'Connor""]"
Present Concerns,"[""Daniel O'Rourke""]"
Mom Kills Kids and Self,['Alan Saperstein']
Raymond Chandler: Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback /Double Indemnity / Selected Essays and Letters (Library of America),['Raymond Chandler']
"Yoruba Ritual: Performers, Play, Agency",['Margaret Thompson Drewal']
A Question of Doubt: The John Wayne Gacy Story,['John W. Gacy']
In the Coils of the Snake: Book III -- The Hollow Kingdom Trilogy,['Clare B. Dunkle']
Manjack,['John K. Francis']
The Parables: Understanding What Jesus Meant,['Gary Inrig']
The Far-Enough Window: A Fairy Tale for Grown-Ups of All Ages,['Rowan Coleman']
"National Audubon Society North American Birdfeeder Handbook: The Complete Guide to Attracting, Feeding, and Observing Birds in Your Yard","['Robert Burton', 'Stephen W. (FWD) Kress']"
Degrees of Guilt: Miranda's Story,['Melody Carlson']
MR. RIGHT IS DEAD,['Rona Jaffe']
Foghorn Outdoors: Northern California Cabins and Cottages,"['Tom Stienstra', 'Stephani Stienstra']"
An Exposition of Hebrews,['Arthur W. Pink']
E-mails from Scheherazad (Contemporary Poetry Series),['Mohja Kahf']
Dialectical Materialism and Modern Science,['Kenneth Neill Cameron']
Art Spiegelman (The Library of Graphic Novelists),['Robert G. Weiner']
Las aventuras de Gato-gato: The Adventures of Gato-gato (Spanish and English Edition),['Rolando Rangel']
Language,['Leonard Bloomfield']
The Health Insurance Primer,['Health Insurance Association of America']
"John Roach, maritime entrepreneur;: The years as naval contractor, 1862-1886",['Leonard Alexander Swann']
French Music for Accordion Volume 1 (Mel Bay Presents),['Larry Hallar']
"Boosters Hustlers and Speculators: Entreprenurial Culture and the Rise of Minneapolis and St Paul, 1849-1883",['Jocelyn Wills']
Miss Pickerell Goes to Mars,['Ellen MacGregor']
Finnish Fireplaces: Heart of the Home,"['Albert Barden', 'Heikki Hyytiäinen']"
Dispatches from the Front: Theological Engagements with the Secular,['Stanley Hauerwas']
Blood,['Julie Kagawa']
Standing Still,['Geert Bettinger']
Guilty Pleasures - Historical Erotic Romances,['Bertrice Small']
"Shooting the Rift, the Glass Towers, the Pale King",['David L. Empey']
"1,000 Points of Light: The Public Remains in the Dark (Oswald's Closest Friend: The George De Mohrenschildt Story, Volume 1)",['Rose Arny']
Brand - New Heartache (The Oklahoma All-Girl Brands) (Silhouette Intimate Moments),['Maggie Shayne']
Child and Adolescent Development for Educators,"['Christine B. McCormick', 'David G. Scherer']"
Badenheim 1939,['Aharon Apelfeld']
On the Wing: Jessie Woods and the Flying Aces Air Circus,['Ann Cooper']
The Widowing of Mrs. Holroyd: A Drama in Three Acts (Pine Street Books),['D. H. Lawrence']
Veterinary Board Review (CD-ROM),['Paul Pratt']
Mr. Timothy : A Novel (P.S.),['Louis Bayard']
Violin : six lessons,['Yehudi Menuhin']
"Mouse, Mole, and the Falling Star",['A. H. Benjamin']
Pea Pod Babies,['Karen Baicker']
Angels and Cherubs Stained Glass Pattern Book (Dover Stained Glass Instruction),['Connie Clough Eaton']
Joint Task Force #3: France,"['C. J. Bardelmeijer', 'TNO (Den Haag)']"
A Heart for Any Fate,"['Linda Crew', 'Jennifer Armstrong']"
Climbing High: A Woman's Account of Surviving the Everest Tragedy,"['Lene Gammelgaard', 'Press Seal']"
The Cosmological Eye,['Henry Miller']
Parting the Curtain: An American Teacher in Postcommunist Romania,['Anne Coe Heyniger']
The Land Is Bright,['Lavender Longstaff']
The Master Preacher: a Study of the Homiletics of Jesus,['Albert Richmond Bond']
The Century vocabulary builder,"['Garland Greever', 'Joseph Morris Bachelor']"
The Alabama Confederate Reader: An Exciting Story of the Civil War in Alabama (Library of Alabama Classics),['Malcolm Cook McMillan']
"Frank Marshall, United States Chess Champion: A Biography With 220 Games",['Andy Soltis']
Models of Revelation,['Avery Dulles']
The Cream of the Jest,['James Branch Cabell']
Soul of Viktor Tronko,"['David Quammen', 'Nancy Pearl']"
Quantitative Analysis of Movement: Measuring and Modeling Population Redistribution in Animals and Plants,['Peter Turchin']
Manual for calligraphy,['Charles Pearce']
Just Listen 'n Learn Spanish Plus with Book (Spanish Edition),['Sandra Truscott']
Lord Byron (Sutton Pocket Biographies),['Catherine Peters']
"The Kosciuszko Foundation Dictionary, Vol. 1: English-Polish","['Kazimierz BULAS (and WHITFIELD (Francis James))', 'Francis James Whitfield', 'Kosciuszko Foundation (N.Y.)']"
The New Age Cult,['Walter Martin']
The Urban School: A Factory for Failure,['Christian Karner']
"Financial Risk Manager Handbook, Second Edition",['Philippe Jorion']
"Developing Your Sixth Sense (Master Your Awareness for Greater Clarity, wisdom, and Power)",['Stuart Wilde']
The Grounds of English Literature,['Christopher Cannon']
The Gospel According to Matthew: An Introduction and Commentary (Tyndale New Testament Commentaries),['R. T. France']
Plyometric Exercises With the Medicine Ball,['Donald A. Chu']
Tales of Wisdom & Wonder,"['Shams al-Dīn Aḥmad Aflākī', 'Jalāl al-Dīn Rūmī (Maulana)']"
The Crock of Gold,['Sabine Baring-Gould']
Designing With Roses (The Joy of Gardening),['Vanessa Berridge']
Bear Hug: A Tom Bethany Mystery,['Jerome Doolittle']
The Magic and the Sword: The Greek Myths Retold,['Miriam Cox']
Cats of the World in Cross Stitch,"['Jayne Netley Mayhew', 'Nicki Wheeler']"
Three Great Novels of World War II,['Joseph Panicello']
The week-end Wodehouse,['P.G. Wodehouse']
1984,['George Orwell']
The Other Side : L'altra Faccia,['Gianluca Fantoni']
Nomads of South Persia: The Basseri tribe of the Khamseh Confederacy,['Frederik Barth']
A Low Life in High Heels: The Holly Woodlawn Story,"['Holly Woodlawn', 'Jeffrey Kenneth Copeland']"
Project Samuel: The Quest for the Centennial Nobel Prize,"['Linda Grotke Salisbury', 'Jim Salisbury']"
Nurses Who Led the Way (Real Life Stories of courageous women in an exciting profession),"['Lynn McCleary', 'Tammie McParland']"
VLSI Engineering,"['James B. Kuo', 'Ker-Wei Su']"
You Can Do Something About Your Allergies: A Leading Doctor's Guide to the Prevention and Treatment of Common Allergies,['Kathryn Harvey']
Countdown to Rapture,['Salem Kirban']
Record Breakers of the North Atlantic: Blue Riband Liners 1838-1952,['Arnold Kludas']
C Programming Language Essentials (Essentials Study Guides),"['Ernest C. Ackermann', 'Research and Education Association']"
Dealing With Difficult Parents And With Parents in Difficult Situations,['Todd Whitaker']
Doctor Who and the Planet of Evil (Doctor Who Library),['Terrance Dicks']
"Textbook of firearms investigation, identification and evidence: Together with the Textbook of pistols and revolvers",['Julian Sommerville Hatcher']
Louanne Pig in the Mysterious Valentine (Nancy Carlson's Neighborhood),['Nancy Carlson']
The Science of Consciousness,['Paul L. Nunez']
The Chinese bell murders (Avon books),['Robert Hans van Gulik']
Web Site Construction Tips & Tricks (1001),['Schwartz']
Say It in Spanish (American) (Dover Language Guides Say It Series),['Pablo Garcia Loaeza']
Fever Cell,['Johnnie Leotis Runnels']
The woman of Andros,['Thornton Wilder']
Aging Defiantly: Meeting the Challenge at Any Age,['Peggy R. Purdue']
Lonely Planet Thai Phrasebook (Lonely Planet Language Survival Kit),['Joe Cummings']
Readings from the Perspective of Earth (The Earth Bible Series),['Norman C. Habel']
"The conditioning of distance runners,",['Thomas J. Osler']
America The Beautiful 2001,"['Katharine Lee Bates', 'Scholastic Inc.']"
Exit to Eden,"['Anne Rice', 'Anne Rampling']"
Enlightenment against Empire,['Sankar Muthu']
Newcomer Program Program (Prentice Hall Regents ESL),"['Judie Haynes', 'Elizabeth Claire']"
Tongue - Tied (Harlequin Temptation),['Colleen Collins']
The charismatic movement,['Walter J. Hollenweger']
"Gray Wolf, Mustafa Kemal: An intimate study of a dictator",['H. C. Armstrong']
Spirit House,['William Sleator']
Herland,['Charlotte Perkins Gilman']
Campfire for Cowboy Billy,['Wendy K. Ulmer']
Fahrenheit 451,['Ray Bradbury']
"Marriage Works: Before You Say ""I Do""",['Elisabeth Pendley']
The Hatter's Phantoms,['Georges Simenon']
"Battle leadership;: Some personal experiences of a junior officer of the German Army with observations on battle tactics and the psychological reactions of troops in campaign,",['Adolf von Schell']
Writing a Successful College Application Essay: The Key to College Admission,['George Ehrenhaft']
"Computational Chemistry of Solid State Materials : A Guide for Materials Scientists, Chemists, Physicists and others",['Richard Dronskowski']
Acts: Build Community,['John Ortberg']
Will Work for Food or $: A Memoir from the Roadside,['Bruce Moody']
The Texas Chain Saw Massacre Companion,['Stefan Jaworzyn']
Michelin Quebec Regional Atlas & Travel Guide (Michelin Regional Atlas & Travel Guide Quebec),['Eva H. Dodsworth']
Romola,['George Eliot']
Second Greatest Commandment,['William M. Fletcher']
BloodRune,['Dallas S. Paskell']
Philosophy of Mind,"['Paul Gilbert', 'Kathleen Lennon']"
ISO 9000 ABC's: The Small Company Guide to Successful Registration,['Charles Mangarella']
Do-It-Yourself Vinyl Siding,['Nuke DeLoach']
Phoenix In The Ashes.,['H. J. A. Sire']
Event Planning Made Easy,"['Paulette Wolf', 'Jodi Wolf', 'Donielle Levine']"
Kearny (NJ) (Images of America),['Rick Geffken ']
Dear Mad'm,['Stella Walthall Patterson']
Collector's Guide to Transistor Radios Identification and Values,"['Marty Bunis', 'Sue Bunis']"
Technology Integration: Making Critical Choices in a Dynamic World (Management of Innovation and Change),['Marco Iansiti']
Daughters Of The Sea (Next),['Ellyn Bache']
The Code of Dusty Fog,['John Thomas Edson']
One is one,['Kiera Cass']
