Title,authors
"Stopped at Stalingrad: The Luftwaffe and Hitler's Defeat in the East, 1942-1943 (Modern War Studies)",['Joel S. A. Hayward']
"Catching the Thread: Sufism, Dreamwork, and Jungian Psychology","['Llewellyn Vaughan-Lee', 'Irina Tweedie']"
"West Indians in West Africa, 1808-1880: The African Diaspora in Reverse (Rochester Studies in African History and the Diaspora)",['Nemata Amelia Blyden']
The Texas Rangers: The Authorized History,['Eric Nadel']
"Walt Disney World with Kids, 2001 (Special-Interest Titles)",['Cynthia Tunstall']
Comici spaventati guerrieri: Romanzo (I Narratori/Feltrinelli) (Italian Edition),['Primo Levi']
Little Critter: Just a Snowman,['Mercer Mayer']
Thunder Heart,['Cassie Edwards']
The Weed and the Winter Solstice,['Howard E. Cook']
It Must Be Halloween (Prismatic Sticker Books),"['Dandi Daley Mackall', 'Barry Gott']"
Ice Creams for Rosie,"['Ronda Armitage', 'David Armitage']"
The Art of Goalkeeping,['Bob Wilson']
The Triumph of the Moon: A History of Modern Pagan Witchcraft,['Ronald Hutton']
The Handgun in Personal Defense,"['Stephen R. Rementer', 'Bruce N. Eimer']"
Lifetimes: The Beautiful Way to Explain Death to Children,['Bryan Mellonie']
Strategies for Stillwater,['Dave Hughes']
Thine Is My Heart;: Devotional Readings From the Writings of John Calvin,['Jean Calvin']
Maine Amphibians and Reptiles,['Malcolm L. Hunter']
Dance of Darkness (Winds of Light #8),['Ann Ann Howey']
The complete guide to medicine ball training,"['Vern Gambetta', 'Steve Odgers']"
Steam: The Untold Story Of America's First Great Invention,['Andrea Sutcliffe']
Praying the Bible for Your Life,['Stormie Omartian']
The Godless Constitution: The Case Against Religious Correctness,"['Isaac Kramnick', 'Robert Laurence Moore', 'R. Laurence Moore']"
DARK ANGEL NIGHT WORLD 4,['L. J. Smith']
The Magic Jeepney,['Lolo Pedro']
"Labor's untold story,","['Richard Boyer', 'Richard Owen Boyer', 'Herbert Montfort Morais']"
To Catch a Tuna,['Al Anderson']
Bobby Kennedy : The Making of a Folk Hero,['Lester David']
Haiku Year,"['Michael Stipe', 'Tom Gilroy', 'Douglas Martin']"
Lanterns: A Memoir of Mentors,['Marian Wright Edelman']
Get Ready! For Standardized Tests : Math Grade 4,['Origins Publications']
Mothman Prophecies,['John A. Keel']
"The Devil in Silicon Valley: Northern California, Race, and Mexican Americans",['Stephen J. Pitti']
California Tree Finder: A pocket manual for identifying California trees,['Tom Watts']
"Writing African Women: Gender, Popular Culture and Literature in West Africa",['Stephanie Newell']
Okhrana: The Paris Operations of the Russian Imperial Police,['Ben B. Fischer']
The Art of the Novel,['Chad Harbach']
"Dreams, Dilemmas and a Dragon Named Charles: A Collection of Poems",['Star LaBranche']
101 Ways to Market Your Books: For Publishers and Authors,['John Kremer']
The Gods of Mars,['Edgar Rice Burroughs']
United States Navy Aircraft Since 1911,"['Gordon Swanborough', 'Peter M. Bowers']"
"Old Rockaway, New York, in Early Photographs","['Vincent F. Seyfried', 'William Asadorian']"
The Transfer Society: Economic Expenditures on Transfer Activity,"['David N. Laband', 'George McClintock']"
Intimate Enemy: Images and Voices of the Rwandan Genocide,['Scott Straus']
"Groupware, Workflow and Intranets: Re-engineering the Enterprise with Collaborative Software",['Dave Chaffey']
"Foghorns saved lives, too: Lighthouse living in Michigan's Upper Peninsula",['Vivian DeRusha Quantz']
Aaron's Rod,['Kimberly K. Ballard']
"Compact Heat Exchangers: Selection, Design and Operation",['John E. Hesselgreaves']
The Witches' God: Lord of the Dance,"['Janet Farrar', 'Stewart Farrar']"
Beauty & Submission,['Joanna Frueh']
PE Sample Questions and Solutions: Chemical Engineering,"['Dilip K. Das', 'Rajaram K. Prabhudesai']"
Autobiography of My Mother,['Jamaica Kincaid (pseud. van Elaine Potter Richardson)']
A Piece of Paradise: A Story of Custer State Park,"['Edward Raventon', 'Paul Horsted']"
Man Who Planted Trees,['Jean Giono']
Howard Zinn on War,['Howard Zinn']
The Simple Book: An Introduction to Networking Management (Prentice Hall Series in Innovative Technology),['Marshall T. Rose']
The Deluge Drivers,['Alan Dean Foster']
Algorithms: Design Techniques and Analysis (Lecture Notes Series on Computing),['M. H. Alsuwaiyel']
Fitworks Your 21st Century Way to Total Fitness,['Robert D. SaintLaurent']
Just Business: New Introductory Essays in Business Ethics,['Gerhold K. Becker']
The D.A. calls a turn,['Erle Stanley Gardner']
Saint Rose of Lima: The Story of the First Canonized Saint of the Americas (Stories of the Saints for Young People Ages 10 to 100),['Mary Fabyan Windeatt']
Getting Evangelicals Saved,['Paris Reidhead']
Chimney Rock: A Novel,['Charlie Smith']
The Democrats: From Jefferson to Clinton,['Robert Rutland']
Irish Writing in the Twentieth Century: A Reader,['David Pierce']
"Prodigal Son (Dean Koontz's Frankenstein, Book 1)",['Dean Koontz']
"Air Fare: Stories, Poems, and Essays on Flight","['Nickole Brown', 'Judith Taylor']"
Michelin Gulf Coast Regional Road Atlas (Michelin Regional Road Atlas Gulf Coast),['Michelin Travel Publications (Firm)']
The Gifted Adult: A Revolutionary Guide for Liberating Everyday Genius(tm),['Mary-Elaine Jacobsen']
Discoveries: Fifty Stories of the Quest,"['Harold Schechter', 'Jonna Gormely Semeiks']"
Bisbee '17,['Robert Houston']
Dilbert 1. Aplace Siempre Sus Reuniones,"['Scott Adams', 'Martín Perazzo']"
Playing Along: 37 Group Learning Activities Borrowed from Improvisational Theater,['Shawn Amador']
Jack'S Christmas Mission (The Protectors) (Silhouette Intimate Moments),['Ruth Wind']
"Mommy, Why Can't I Watch That TV Show?",['Dian Layton']
Meet the Musicians: From Prodigies (or Not) to Pros,['Amy Nathan']
A History of Army Aviation: From Its Beginnings to the War on Terror,['James W. Williams']
Meaning in Language: An Introduction to Semantics and Pragmatics (Oxford Textbooks in Linguistics),['D. A. Cruse']
Massacre at Fort William Henry,['David R. Starbuck']
Night Visitor (Timeswept),['Melanie Jackson']
The Director's Companion,['Robin C. Pennell']
"Paradise Kiss, Book 4",['あい・矢沢']
A Wise Woman,['Philippa Gregory']
Dark Age Warrior,['John Matthews']
"Matar Gigantes Sacar Espinas, A",['Charles R. Swindoll']
Spiritual Fitness: How to Live in Truth and Trust,['Caroline Reynolds']
Solving the Sales Manager: Sales Automation Equation,['Timothy McMahon']
Climbing and Hiking in the Wind River Mountains (A Sierra Club Totebook),['Joe Kelsey']
Leopardi: A Study in Solitude,['Iris Origo']
The Forsythe Saga,['John Galsworthy']
Men at War,['Christopher Coker']
In Athena's Camp: Preparing for Conflict in the Information Age,"['John Arquilla', 'David Ronfeldt']"
Indian villages and place names in Pennsylvania,['George P. Donehoo']
Lillian Too's Feng Shui Year 2002,['Lillian Too']
Soul Numerology: A Guidebook That Will Help You Find Out Who You Are and Why You Are Here,['Tania Gabrielle']
"The Choral Experience: Literature, Materials, and Methods","['Ray Robinson', 'Allen Winold']"
Lo Mejor del Feng Shui para la Prosperidad (Spanish Edition),['Karen Rauch Carter']
Salvation,['Claus Westermann']
The Californios,['Leonard Pitt']
"The Female Malady: Women, Madness and English Culture, 1830-1980",['Elaine Showalter']
The McGraw-Hill 36-Hour Course in Finance for Nonfinancial Managers,"['H. George Shoffner', 'Susan Shelly', 'Robert Cooke']"
Memoirs of the Blind: The Self-Portrait and Other Ruins,"['Jacques Derrida', 'Musée du Louvre']"
"The natural history of nonsense,",['Bergen Evans']
Guildbook: Artificers Sourcebook (Wraith: The Oblivion),"['Maurits Cornelis Escher', 'J. L. Locher']"
Station life in New Zealand,['Lady Barker']
Thinking Recursively,['Eric Roberts']
Woodcraft,['William Gilmore Simms']
The Magic Barrel,['Bernard Malamud']
Small-Circle Jujitsu,['Wally Jay']
Robert A. Heinlein : A Reader's Companion,['J. Daniel Gifford']
Bitter Grounds: A Novel,['Sandra Benitez']
Doctor Dolittle's zoo,['Hugh Lofting']
"Combined Operations: The Official Story of the Commandos, with a Foreword by Vice-Admiral Lord Louis Mountbatten.",['Hilary St. George Saunders MC']
Tales of Soldiers and Civilians,['Ambrose Bierce']
"Ski Tours in the Sierra Nevada Carson Pass, Bear Valley and Pinecrest, Vol. 2",['Cheryl Angelina Koehler']
Scroll Saw: Plain & Simple Fun (Scroll Saw Pattern Books),['Patrick Spielman']
The New Testament: English Standard Version,"['Bible English English Standard', 'Collins Anglicised ESV Bibles']"
Trust No One,['Debra Webb']
Midworld,['Alan Dean Foster']
Cesar Chavez (Pb) (Hispanic Heritage Ser),"['Bowker Editorial Staff', 'R R Bowker Publishing', 'Bowker']"
Swan,['Frances Mayes']
The Fire Next Time,['James Baldwin']
The Book of Love Laughter & Romance,['Coleman Barks']
"Eve's Revenge: Saints, Sinners, and the Stand-up Sisters of the Ultimate Extinction of Men",['Tama Starr']
Adviser's guide to painless yearbooking,['Norma Ruth Wilson']
Tess of the D'Urbervilles: A pure woman (Harper's modern classics),['Thomas Hardy']
You Did What?? With My T Shirt!,['James M. Dyet']
The Face of the Third Reich,['Joachim E. Fest']
The View from the Hill,['Elizabeth Bluehorse']
"1,999 Facts About Blacks: A Sourcebook of African-American Achievement",['Raymond M. Corbin']
Odyssey: A Guide to Better Writing (2nd Edition),['Vivian C. Cadbury']
Learning To Bow - Inside The Heart Of Japan,['Bruce S. Feiler']
Schooling As Violence,"['John F Schostak', 'Taylor & Francis Group']"
"Guildbook: Sandmen (The Sandmen Sourcebook for Wraith: The Oblivion, Guildbook Two)",['Solomon Northup']
Man-Kzin Wars IX,"['Larry Niven', 'Poul Anderson', 'Paul Chafe', 'Hal Colebatch']"
Split Connection,['Ashok Swamy']
Living in Chaos is Living in Stability,['Samira Rao']
"P.G. and E. of California: The Centennial Story of Pacific Gas and Electric Company, 1852-1952",['Charles M. Coleman']
Dragon Chronicles,['Susan Fletcher']
Chances Are,['Richard Russo']
Starting the Western Horse: A Guide to Preparing the Green Horse for Optimum Performance Under Saddle,['J. P. Forget']
Funny Dogs Postcard Book,['J.C. Suares']
Spirit of the Moon,['John Boman']
In the Dark Places of Wisdom,['Peter Kingsley']
COLLECTIONS OF PERFORMANCE TASKS & RUBRICS: FOREIGN LANGUAGES,['Deborah Blaz']
A Popular History of Ireland Part 1,"[""Thomas D'Arcy McGee""]"
A syllabus for the surgeon's secretary,['Library of Congress. Copyright Office']
Pilot Error: Anatomy of a Plane Crash,['Phaedra Hise']
"The Plug-in Drug: Television, Children, and the Family; Revised Edition",['Marie Winn']
Lost Cities of North & Central America (Lost Cities Series),['David Hatcher Childress']
The Dharma Bums,['Jack Kerouac']
A Time in Rome,['Elizabeth Bowen']
Outlines of theology,['Archibald Alexander Hodge']
From Here to Serenity: Four Principles for Understanding Who You Really Are,['Jane Nelsen']
Seven Perennial Sins and Their Offspring,['Ken Bazyn']
"Va Va Voom!: Bombshells, Pin-Ups, Sexpots and Glamour Girls",['Steve Sullivan']
Extreme Exploits: Advanced Defenses Against Hardcore Hacks (Hacking Exposed),"['Andrew Vladimirov', 'Konstantin Gavrilenko', 'Andrei Mikhailovsky']"
Victorian Gothic Designs (International Design Library),['Ramona Jablonski']
"Lorna Doone;: A romance of Exmoor,",['R. D. Blackmore']
Learning with the Body in Mind,['Eric Jensen']
The North: Guide to the Savage Frontier (Forgotten Realms Campaign Expansion),['Zitkala Sa']
Dwellers in the mirage (Murder mystery monthly),['Abraham Merritt']
THE BLUE WALL,['James Kilgo']
"Basic course in Estonian, (Indiana University publications. Uralic and Altaic series, v. 54)",['United States. Army Map Service. Library. Book and Periodical Branch']
MITTEE A GROVE OF FEVER TREE..,['NA NA']
Sorcerer's Stone: A Beginner's Guide to Alchemy,['Dennis William Hauck']
Representing Reality: Issues and Concepts in Documentary,['Bill Nichols']
"A Collection Of 3 Newbery Medal Winners: ""M.C Higgins, the Great"", ""Mrs.Frisby and the Rats of NIMH"", and ""From the Mixed-Up Files of Mrs. Basil E. Frankweiler""","['Virginia Hamilton', 'E. L. Konigsburg', ""Robert C. O'Brien""]"
Survivor 2002 Day-To-Day Calendar,['United States. Congress. House']
My Secret Fantasies,['Nancy Friday']
The Columbia Anthology of Modern Korean Poetry,['David McCann']
Junk Science Judo: Self-Defense against Health Scares and Scams,['Steven J. Milloy']
"Cast, The","['Jennifer Knust', 'Tommy Wasserman']"
Five Sermons,['Joseph Butler']
Stayin' Alive: Armed and Female in an Unsafe World,['Paxton Quigley']
The Complete Wandering Ghosts,"['F. Marion Crawford', 'Lee Weinstein']"
Thesaurus Larousse,['Daniel Pechoin']
Gardens of New Orleans: Exquisite Excess,"['Jeannette Hardy', 'Lake Douglas']"
Powerful Golf,['Julie Ganz']
"The Selected Prose of John Gray (British Authors Ser, 1880-1920)","['John Gray', 'Jerusha Hull McCormack']"
The conduct of the understanding,"['John Locke', 'Francis Bacon']"
Holy War Online: A Debate in Cyberspace,['David Zolt']
"Create a Life That Tickles Your Soul: Finding Peace, Passion, and Purpose (Tickle Your Soul S.)",['Suzanne Willis Zoglio']
Puss in Boots Hb (Read It Yourself),"['Barbara Barstow', 'Judith Riggle']"
Rendezvous at Katyn: A novel based on one of the most shocking events in modern history,['Foster Furcolo']
Maritime & Port Security (SEC Nat) (Securing Our Nation),"['Sir Malcolm D. Evans', 'Sofia Galani']"
Free Frank: A Black Pioneer on the Antebellum Frontier,['Juliet E.K. Walker']
Enterprise Risk Management: From Incentives to Controls,['James Lam']
Pancatantra: The Book of India's Folk Wisdom (Oxford World's Classics),['Patrick Olivelle']
Plain Style: A Guide to Written English,['Christopher Lasch']
Dreams and premonitions,['Vikas Khatri']
What Every Woman Should Know about Divorce and Custody,"['Gayle Rosenwald Smith J.D.', 'Sally Abrahms']"
Tea for Two,['Nina Harrington']
WILL AND THE HEADSTRONG FEMALE (DESIRE S.),"['Moshe Halbertal', 'Donniel Hartman']"
Lonely Planet Turkey : A Lonely Planet Travel Atlas (ATLAS),['Tom Brosnahan']
Not without the Truth (The Operatives) (Harlequin Superromance No. 1321),['Daniela Krien']
THE SHADOW IN THE GLASS,['JJA Harwood']
Quilts from the Smithsonian,"['Smithsonian Institution', 'Mimi Dietrich', 'National Museum of American History (U.S.)']"
"Shadower (Shielder Series, Book 2)",['Chevy Stevens']
A Concise History of Baptists from the Time of Christ Their Founder to the 18th Century,['George Herbert Orchard']
HOW FLAT IS YOUR reTIREment?: Feeling More Secure on the Highway and your Road to Retirement,['Richard W. Farwell']
Little Critter: Good for Me and You,['Mercer Mayer']
Foundation,"['K. Louwman', 'Willem Kromkamp']"
The Story of the Girl Guides,['Rose Gough Kerr']
The Brainwashing of the American Investor: The Book That Wall Street Does Not Want You to Read!,['Steven R. Selengut']
"Chaperon Bride, the (Historical Romance)",['Nicola Cornick']
Energizers and Icebreakers for All Ages and Stages,['Elizabeth Sabrinsky Foster']
Microbiology Demystified,"['Tom Betsy', 'Jim Keogh']"
Building Moral Intelligence: The Seven Essential Virtues that Teach Kids to Do the Right Thing,['Michele Borba']
"Chicken, Shadow, Moon & More",['Mark Strand']
Crusade of the Left: The Lincoln battalion in the Spanish Civil War,['Robert Rosenstone']
The Lamp in the Desert (This is not in a Oklahoma Geo Survey),['Robert Follansbee']
Language and Symbolic Power,['Pierre Bourdieu']
Bette (Women of Ivy Manor Series #2),['Lyn Cote']
The Continent of Lies,['James Morrow']
3ds max 4 Bible,['Kelly L. Murdock']
CHEMISTRY IN AGRICULTURE: A Cooperative Work Intended to Give Examples of the Contributions made to Agriculture by Chemistry,['Joseph Scudder Chamberlain']
Letters,['Marieke Blokland']
Even A Daughter Is Better Than Nothing,['Mykel Board']
The Regency Underworld,['Donald A. Low']
Improving Governance: A New Logic for Empirical Research (American Governance and Public Policy series),"['Laurence E. Lynn Jr.', 'Carolyn J. Heinrich', 'Carolyn J. Hill']"
The alcohol fuel handbook,['Lynn Ellen Doxon']
URGENT ADVICE & PROBING QUESTIONS,['James L. Crenshaw']
"Navigating Change: How Ceos, Top Teams, and Boards Steer Transformation (Management of Innovation and Change)",['Samuel Bronfman Professor of Democratic Dusiness Enterprise-Manangement Donald C Hambrick']
The Old Man and Mr. Smith: A Fable,['Peter Ustinov']
The Public Lands Studies in the History of the Public Domain,['Vernon Rosco CARSTENSEN']
My Year in Smut: The Internet Escapades Inside Danni's Hard Drive,['Taylor Marsh']
Reporting World War II Part Two: American Journalism 1944-46,['Mark Philip Bradley']
"Ski Tours in the Sierra Nevada, Volume 3, Yosemite, Huntington and Shaver Lakes, Kings Canyon and Sequoia",['Cheryl Angelina Koehler']
Buddhist Catechism,['Henry S. Olcott']
KISS Guide to Photography (Keep It Simple Series),['John Garrett']
Chains,['Lisa Aronson Fontes']
Membership Development: An Action Plan for Results (Aspen's Nonprofit Management Series),"['Patricia Rich', 'Dana Hines']"
I'M DANCING AS FAST AS I CAN,['Barbara Gordon']
Trails I Rode (American Autobiography),['Con Price']
Mockery Bird,['Gerald Durrell']
"Lung Cancer: Making Sense of Diagnosis, Treatment, and Options",['Lorraine Johnston']
Setting Up Shop: The Practical Guide to Designing and Building Your Dream Shop,['Sandor Nagyszalanczy']
"Working Class Cultures in Britain, 1890-1960: Gender, Class and Ethnicity","['Prof Joanna Bourke', 'Joanna Bourke']"
The Sword in the Stone,['Terence Hanbury White']
Space and illusion in the Japanese garden,['Teiji Itō']
"Hereward the Wake, 'Last of the English'",['Charles Kingsley']
The Samurai Strategy,['Thomas Hoover']
Beat Up a Cookie: An Ellie Bernstein/Lt. Peter Miller Mystery,['Denise Dietz']
"Around the world single-handed: The cruise of the ""Islander""",['Harry Pidgeon']
"Voltaire, Genius of Mockery",['Victor Thaddeus']
The ages of the world (Columbia University studies in philosophy),['Vincent A. McCarthy']
"The Ever Changing Organization: Creating the Capacity for Continuous Change, Learning, and Improvement",['Gerald R Pieters']
GLOBE REGIONAL STUDIES CHINA SE 1993C,['Globe']
New Age Reader,['Aggrawal Ajay']
Peregrine,['John Alec Baker']
Woodturning A Fresh Approach,['Robert Chapman']
Latin for Beginners (Language Guides),"['Clifford A. Hull', 'Steven R. Perkins', 'Tracy Barr']"
Cities of the Red Night,['William S. Burroughs']
Sole Survivor: Children Who Kill Their Families,['Elliott Leyton']
The Chosen (Night World),['L.J. Smith']
The Man Who Talks to Dogs: The Story of America's Wild Street Dogs and Their Unlikely Savior,['Melinda Roth']
Madame Curie: A biography,['Eve Curie']
"STET, Damnit!: The Misanthrope's Corner 1991 to 2002 (The Complete, Unabridged Collection)",['Andrew Porter']
Honour the Dead,['John Dean']
"The Fontana Economic History of Europe: The Industrialisation of Russia, Vol 4 Section 7","['Derek Howard Aldcroft', 'Richard Rodger']"
"Religion, Power, and Politics in Colonial St. Augustine (Ripley P. Bullen Series)",['Robert L. Kapitzke']
A guide to the nuclear arms control treaties: David B. Thomson,['David B. Thomson']
Changing the Magic in Your Life: Don't Become Your Parents,['Ken Renshaw']
The Dynamics Of Defeat: The Vietnam War In Hau Nghia Province,['Eric M Bergerud']
Leader Effectiveness Training,['Thomas Gordon']
Classic Plastic Model Kits: Identification & Value Guide,['Rick Polizzi']
Without armor,['Aaron Kipnis']
Change and Continuity in Spatial Planning,['Vanessa Watson']
A guide to African history (Zenith books),['Basil Davidson']
SmartStart Your California Business (Smartstart Series),['Oasis Press/PSI Research']
"Mommy, Why Did Jesus Have to Die?",['Dian Layton']
The Bedquilt and Other Stories,['Dorothy Canfield Fisher']
Rand McNally Greater Rochester Street Guide,"['Rand McNally and Company (NA)', 'Rand McNally and Company']"
The Best Short Stories of Edgar Allan Poe,['Edgar Allan Poe']
A Sierra Club Naturalist's Guide: The Piedmont,['Michael A. Godfrey']
Burmese (Myanmar) Dictionary of Grammatical Forms,"['John Okell', 'Anna Allott']"
Where the Cypress Rises,['Virginia Ryan']
The Wisdom of the Zen Masters,['Irmgard Schloegl']
Theories of Primitive Religion,['Edward Evan Evans-Pritchard']
The House on Mulberry Street,['Maan Meyers']
The Cross Stitch Motif Bible: 1000 Motifs in Easy-to-Follow Color Charts,['Jan Eaton']
"Year Books of Edward II, Vol. XXVI (Part I). the Eyre of London..",['Edward II (King of England)']
The Pro: Lessons from My Father About Golf and Life,['Butch Harmon']
Gates of Freedom,"['Eugenia C. DeLamotte', 'Voltairine De Cleyre']"
Wallace Stevens: A Poet's Growth,['George S. Lensing']
Dick Bong: Ace of Aces,['General George C. Kenney']
Romola; (Her Works),['Julia Straub']
In Your Face Too! : The Best Interactive Interface Designs,['Daniel Donnelly']
The Puerto Rican Poets . Los Poetas Puertorriquenos,"['Alfredo Matilla', 'Ivan Silen']"
Ghost Dance Caper,['Monica Hughes']
In the Beginning,['John Christopher']
"Movies, Masculinity, and Modernity: An Ethnography of Men's Filmgoing in India (Controversies in Science)","['Steve Derne', 'Steve Derné']"
Finance in Continuous Time,['Robert C. Merton']
KI --A Road That Anyone Can Walk,['William Reed']
Your Signature Work: Creating Excellence and Influencing Others at Work,['Dianna Booher']
The Frozen Republic: How the Constitution Is Paralyzing Democracy,['Daniel Lazare']
THE ELEMENTS OF STYLE,['Stephen King']
A Brother Beloved,['Max N. Andrews']
Legacy Living: The Six Covenants for Personal & Professional Excellence,['Gloria J. Burgess']
Voices From the Earth: Practical Shamanism,"['Nick Wood', 'Nicholas Wood']"
"Progress and poverty: An inquiry into the cause of industrial depressions and of increase of want with increase of wealth, the remedy",['Henry George']
"Creating Winning Marketing Plans: Planning, Strategies and Objectives",['Stefano Calicchio']
COCKTAILS FOR THREE,['Madeleine Wickham']
Counseling With Our Councils: Learning to Minister Together in the Church and in the Family,['M. Russell Ballard']
Caught Up Into Paradise,['Richard E. Eby']
Romeo and Juliet,['William Shakespeare']
Translating Into Success: Cutting-edge strategies for going multilingual in a global age (American Translators Association Scholarly Monograph Series),"['Robert C. Sprung', 'Simone Jaroniec']"
"Monstrous Compendium, Appendices I & II (AD&D;, 2nd Ed, Roleplaying, Accessory/2162)","['TSR Inc', 'TSR Inc. Staff']"
"Lombard street,: a description of the money market;",['Walter Bagehot']
Unholy Order: A Paul Devlin Mystery,['William Heffernan']
I like caterpillars,['Gladys Conklin']
The First Nine Months of Life,['Geraldine Flanagan']
"Bacnet: A Data Communication Protocol for Building Automation and Control Networks (A S H R a E Standards, 135-2001)","['D. Yogi Goswami', 'Frank Kreith']"
"Different Brains, Different Learners: How to Reach the Hard to Reach",['Eric Jensen']
East of the Arch: A Joe Keough Mystery,['Robert J. Randisi']
The Cruelest Months,['Louise Penny']
"Through So Many Dangers: The Memoirs and Adventures of Robert Kirk, Late of the Royal Highland Regiment",['Robert Kirkwood']
Sermons preached on various occasions,['John Henry Newman']
Abortion and Options Counseling : A Comprehensive Reference,['Anne Baker']
DEEP FRY COOKERY,"['Mable Hoffman', 'Gar Hoffman']"
Your Child's Self Esteem,['Dorothy Corkille Briggs']
Manson in His Own Words: The Shocking Confessions of 'The Most Dangerous Man Alive',"['Charles Manson', 'Nuel Emmons']"
Talking to Blue (Lothian YA Fiction),['Ken Catran']
Empire From the Ashes,['David Weber']
Who's Who in the Ancient Near East (Who's Who (Routledge)),['Gwendolyn Leick']
The Secret Books of the Egyptian Gnostics: An Introduction to the Gnostic Coptic Manuscripts Discovered at Chenoboskion,['Jean Doresse']
Illuminated Manuscripts of Medieval Spain,['Mireille Mentre']
Communism and Christ,['Charles Wesley Lowry']
"Lazar, the autobiography of my father",['Leonard Yanow']
Prescription for Adventure: Bush Pilot Doctor,"['Elmer E. Gaede', 'Naomi Gaede-Penner']"
Celtic Art: From Its Beginnings to the Book of Kells,['Ruth Megaw']
"Wing Chun Kung Fu/Jeet Kune Do: A Comparison, Volume 1 (Literary Links to the Orient)","['William Cheung', 'Ted Wong']"
Nappily Ever After,['Trisha R. Thomas']
Making the most of life--from A to Z,"['Edmund Saunders', ""Great Britain. Court of King's Bench""]"
"Good Muslim, Bad Muslim: America, the Cold War, and the Roots of Terror",['Mahmood Mamdani']
Pushing Ice,['Alastair Reynolds']
Made in Japan: Transistor Radios of the 1950s and 1960s,"['Roger Handy', 'Maureen Erbe', 'Aileen Antonier']"
The Murder of Christ,['Wilhelm Reich']
Dali,"['Robert Descharnes', 'Gilles Néret', 'Jan Wynsen', 'Marieke Keur', 'Salvador Felipe Jacinto Dalí']"
In Search of Therese (Way of the Christian Mystics),"[""Patricia M. O'Connor""]"
Vita: The Life of V. Sackville-West,['Victoria Glendinning']
The Case That Never Dies: The Lindbergh Kidnapping,['Lloyd Gardner']
"How to breed dogs: A popular exposition of the scientific principles underlying reproduction and heredity in dogs, with special reference to their practical application",['Leon Fradley Whitney']
Funny Cats Postcard Book,['J.C. Suares']
"Feel Great, Be Beautiful over 40: Inside Tips on How to Look Better, Be Healthier and Slow the Aging Process","['Lillian Müller', 'John Coleman', 'Jill Gannon']"
Remembering Herbie: Celebrating the Life and Times of Hockey Legend Herb Brooks,['Ross Bernstein']
Performance Skiing: Training and Techniques to Make You a Better Alpine Skier,['George Thomas']
The Illuminati formula used to create an undetectable total mind controlled slave,['Illuminati Formula']
Wal-Mart: The Face of Twenty-First-Century Capitalism,['Nelson Lichtenstein']
Social Psychology,"['Paul A M Van Lange', 'Arie W Kruglanski', 'E Tory Higgins']"
Aunt Elaine Does the Dance from Spain,['Leah Komaiko']
Off the Record with FDR 1942 - 1945,['William D. Hassett']
"Command and Control in Military Crisis; Devious Decisions (Cass Series--Military History and Policy, 12)",['Harald Hoiback']
Saint Paul The Apostle (Saints Lives),['Mary Fabyan Windeatt']
Clifford's Halloween,['Norman Bridwell']
Rabbit Race (Animal Ark Pets #3),['Ben M. Baglio']
International Law Anthology (Anthology Series),"[""Anthony A. D'Amato""]"
Iridescent Soul,['M. L. Stevens']
the Greengage Summer,['Rumer Godden']
King Rat,['James Clavell']
The World of the Tarot: The Gypsy Method of Reading the Tarot,['Sergius Golowin']
"God, Man, and the Thinker - Philosophies of Religion",['Donald Arthur Wells']
Wormwood and Whines : Poetry for Grouchy People,['Graal Braun']
A Year of Afghans (Bk. 5),"['Leisure Arts, Inc.']"
Tan Tan's Suspenders,['Kazuo Iwamura']
Chopin: The Man and His Music,['James Huneker']
"Bermuda '99: The Complete Guide with Secluded Beaches, Resorts and Cottages and Seaside Golf (Fodor's Bermuda)","[""Inc. Fodor's Travel Publications"", ""Fodor's""]"
The Sopranos: A Family History --Season 4 (Revised and Updated),['Allen Rucker']
Fish Face,['Franklin W. Dixon']
"The Solar Home Book: Heating, Cooling and Designing With the Sun","['Bruce Anderson', 'Michael Riordan', 'Linda Goodman']"
My mass,['Rosemary Lunardini']
An Historical Guide to Afghanistan (Afghan Tourist Organization Publication),['Nancy Hatch Dupree']
Plasticville,['David Trinidad']
Frederick Douglass: The Narrative and Selected Writings,"['Frederick Douglass', 'Michael Meyer']"
The Ministry: How Japan's Most Powerful Institution Endangers World Markets,['James Robert Brown']
"*OP Risen, The",['James Plunkett']
The Simon & Schuster Book of Greek Gods and Heroes,"['George Beal', 'Simon & Schuster']"
What Would Jefferson Say?,['Dumas Malone']
"Get Busy, Beaver! (Book and Audio CD) (Paperback)",['Helena Hunting']
The Martian named Smith: Critical perspectives on Robert A. Heinlein's Stranger in a strange land,"['William H. Patterson', 'Andrew Thornton']"
Swinger of Birches with Book,['Sidney Cox']
Ski Tours in the Sierra Nevada: East of the Sierra,['Marcus Libkind']
The Ultimate Guide to Freshwater Fishing,"['Dick Sternberg', 'North American Fishing Club']"
"Nursery Knits: 25 Easy-Knit Designs for Clothes, Toys and Decorations",['Zoe Mellor']
Starck's Prayer-Book,"['Johann Friedrich Starck', 'W. H. T. Dau', 'William Weedon']"
Read Write Inc. Phonics: Get Writing! Yellow Set 5: Pack of 10 Titles,['Ruth Miskin']
A Concise Hopi and English Lexicon,['David Leedom Shaul']
Healing Life's Hurts: Healing Memories through the Five Stages of Forgiveness,"['Matthew Linn', 'Dennis Linn']"
Shadrach Minkins: From Fugitive Slave to Citizen,['Gary Lee COLLISON']
